accepted_name,sources,synonym_count,synonyms,synonyms_detailed,contested_synonym_count,contested_synonyms,accepted_name_full,accepted_authority,family,genus,species,taxon_rank,description_year,cites_appendix,cites_full_note,wcvp_plant_name_id,wcvp_ipni_id,wfo_taxon_id,basionym,first_published,place_of_publication,geographic_area,classification,unique_to_source,raw_extras
Holothrix squamata,wfo,1,Peristylus squamatus,Peristylus squamatus [Unknown; wfo],0,,Holothrix squamata Rchb.f.,Rchb.f.,Orchidaceae,Holothrix,squamata,species,1881,,,,,wfo-0000982926,,Otia Bot. Hamburg. 2: 119. 1881 [8 Aug 1881],,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000267537"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated scientificnameAuthorship from (Hochst. ex A.Rich.) Rchb.f. to Rchb.f., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-99769 >The"", ""tplId"": ""kew-99769"", ""wfo_nomenclatural_status"": ""Valid""}"
Hylophila vietnamensis,wcvp,0,,,0,,Hylophila vietnamensis Aver. & V.C.Nguyen,Aver. & V.C.Nguyen,Orchidaceae,Hylophila,vietnamensis,Species,2024,,,3315219,77348350-1,,<NA>,(2024),Phytotaxa,Vietnam,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""664: 242""}"
Ida mejia,wcvp,1,Sudamerlycaste mejia,Sudamerlycaste mejia [Homotypic; wcvp],0,,"Ida mejia (Sauleda, Uribe Vélez & Szlach.) J.M.H.Shaw","(Sauleda, Uribe Vélez & Szlach.) J.M.H.Shaw",Orchidaceae,Ida,mejia,Species,2023,,,3305532,77331200-1,,3301875,(2023),Orchids (West Palm Beach),Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""pseudobulbous epiphyte"", ""volume_and_page"": ""92: 815""}"
Isadendrum orpetii,wcvp,1,Epiphronitis orpetii,Epiphronitis orpetii [Homotypic; wcvp],0,,× Isadendrum orpetii (Rolfe & Hurst) Molinari & Sánchez Och.,(Rolfe & Hurst) Molinari & Sánchez Och.,Orchidaceae,Isadendrum,orpetii,Species,2016,,,522816,60471946-2,,519921,(2016),Weberbauerella,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""1(14): 5""}"
Jumellea brachyantha,wfo,0,,,0,,Jumellea brachyantha Schltr.,Schltr.,Orchidaceae,Jumellea,brachyantha,species,,,,,,wfo-0001088474,,,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-23512732 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-23512732 >The Plant List v.1.0</a>"", ""tplId"": ""tro-23512732"", ""wfo_nomenclatural_status"": ""Valid""}"
Jumellea densifoliata,cites_csv,0,,,0,,"Jumellea densifoliata Senghas, 1964","Senghas, 1964",Orchidaceae,Jumellea,densifoliata,,1964,II,,,,,,,,,unambiguous_accepted,cites_csv,
Karma acremona,wcvp,0,,,3,"Pleurothallis acremona, Trichosalpinx acremona, Tubella acremona",Karma acremona (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,acremona,Species,2023,,,3305572,77332604-1,,159232,(2023),Lankesteriana,W. South America,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""23(2): 219""}"
Karma adnata,wcvp,0,,,2,"Trichosalpinx adnata, Tubella adnata",Karma adnata (I.Jiménez) Karremans,(I.Jiménez) Karremans,Orchidaceae,Karma,adnata,Species,2023,,,3305762,77322783-1,,522283,(2023),Harvard Pap. Bot.,Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 62""}"
Karma alabastra,wcvp,0,,,3,"Pleurothallis alabastra, Trichosalpinx alabastra, Tubella alabastra",Karma alabastra (Luer & R.Escobar) Karremans,(Luer & R.Escobar) Karremans,Orchidaceae,Karma,alabastra,Species,2023,,,3305751,77322820-1,,159257,(2023),Harvard Pap. Bot.,Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 62""}"
Karma amygdalodora,wcvp,0,,,5,"Pleurothallis amygdalodora, Pleurothallis pyxos, Trichosalpinx amygdalodora, Trichosalpinx pyxos, Tubella amygdalodora",Karma amygdalodora (Kraenzl.) Karremans,(Kraenzl.) Karremans,Orchidaceae,Karma,amygdalodora,Species,2023,,,3305747,77322821-1,,159290,(2023),Harvard Pap. Bot.,S. Colombia to N. Peru,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 62""}"
Karma arbuscula,wcvp,0,,,18,"Humboltia arbuscula, Humboltia dinotherii, Humboltia diptera, Humboltia moschata, Pleurothallis arbuscula, Pleurothallis arbusculoides, Pleurothallis dinotherii, Pleurothallis diptera, Pleurothallis lepanthoides, Pleurothallis moschata, Pleurothallis tricaudata, Specklinia lepanthoides, Trichosalpinx arbuscula, Trichosalpinx arbusculoides, Trichosalpinx dinotherii, Trichosalpinx moschata, Tubella arbuscula, Tubella moschata",Karma arbuscula (Lindl.) Karremans,(Lindl.) Karremans,Orchidaceae,Karma,arbuscula,Species,2023,,,3305778,77322822-1,,159333,(2023),Harvard Pap. Bot.,Costa Rica to Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 63""}"
Karma atropurpurea,wcvp,0,,,2,"Trichosalpinx atropurpurea, Tubella atropurpurea",Karma atropurpurea (Luer & Hirtz) Karremans,(Luer & Hirtz) Karremans,Orchidaceae,Karma,atropurpurea,Species,2023,,,3305753,77322823-1,,208300,(2023),Harvard Pap. Bot.,Ecuador (Loja),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 63""}"
Karma ballatrix,wcvp,0,,,2,"Trichosalpinx ballatrix, Tubella ballatrix",Karma ballatrix (Luer & R.Escobar) Karremans,(Luer & R.Escobar) Karremans,Orchidaceae,Karma,ballatrix,Species,2023,,,3305788,77322824-1,,208302,(2023),Harvard Pap. Bot.,Colombia (Antioquia),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 63""}"
Karma barbelifera,wcvp,0,,,2,"Trichosalpinx barbelifera, Tubella barbelifera",Karma barbelifera (Luer & R.Vásquez) Karremans,(Luer & R.Vásquez) Karremans,Orchidaceae,Karma,barbelifera,Species,2023,,,3305787,77322825-1,,208303,(2023),Harvard Pap. Bot.,Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 63""}"
Karma carinilabia,wcvp,0,,,4,"Pleurothallis broadwayi, Pleurothallis carinilabia, Trichosalpinx carinilabia, Tubella carinilabia",Karma carinilabia (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,carinilabia,Species,2023,,,3305785,77322826-1,,159535,(2023),Harvard Pap. Bot.,Honduras to W. Panama,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 63""}"
Karma carmeniae,wcvp,0,,,2,"Trichosalpinx carmeniae, Tubella carmeniae",Karma carmeniae (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,carmeniae,Species,2023,,,3305782,77322827-1,,493306,(2023),Harvard Pap. Bot.,Peru,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma carvii,wcvp,0,,,3,"Trichosalpinx carvii, Tubella carvii, Tubella tactiquensis",Karma carvii (Archila) Karremans,(Archila) Karremans,Orchidaceae,Karma,carvii,Species,2023,,,3305767,77322830-1,,460009,(2023),Harvard Pap. Bot.,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma cedralensis,wcvp,0,,,4,"Pleurothallis cedralensis, Pleurothallis myrtillus, Trichosalpinx cedralensis, Tubella cedralensis",Karma cedralensis (Ames) Karremans,(Ames) Karremans,Orchidaceae,Karma,cedralensis,Species,2023,,,3305779,77322831-1,,159558,(2023),Harvard Pap. Bot.,C. America to Venezuela and Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma chaetoglossa,wcvp,0,,,3,"Pleurothallis chaetoglossa, Trichosalpinx chaetoglossa, Tubella chaetoglossa",Karma chaetoglossa (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,chaetoglossa,Species,2023,,,3305732,77322832-1,,159568,(2023),Harvard Pap. Bot.,E. Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma costata,wcvp,0,,,3,"Pleurothallis costata, Trichosalpinx costata, Tubella costata",Karma costata (Luer & R.Vásquez) Karremans,(Luer & R.Vásquez) Karremans,Orchidaceae,Karma,costata,Species,2023,,,3305731,77322833-1,,159683,(2023),Harvard Pap. Bot.,Bolivia (La Paz),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma crucilabia,wcvp,0,,,3,"Pleurothallis crucilabia, Trichosalpinx crucilabia, Tubella crucilabia",Karma crucilabia (Ames & Correll) Karremans,(Ames & Correll) Karremans,Orchidaceae,Karma,crucilabia,Species,2023,,,3305736,77322834-1,,159706,(2023),Harvard Pap. Bot.,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma cunorensis,wcvp,0,,,3,"Trichosalpinx cunorensis, Tubella cobanensis, Tubella cunorensis",Karma cunorensis (Archila) Karremans,(Archila) Karremans,Orchidaceae,Karma,cunorensis,Species,2023,,,3305745,77322835-1,,460015,(2023),Harvard Pap. Bot.,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma dalstroemii,wcvp,0,,,2,"Trichosalpinx dalstroemii, Tubella dalstroemii",Karma dalstroemii (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,dalstroemii,Species,2023,,,3305774,77322836-1,,208323,(2023),Harvard Pap. Bot.,WC. Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma dirhamphis,wcvp,0,,,5,"Pleurothallis aequatorialis, Pleurothallis dirhamphis, Trichosalpinx aequatorialis, Trichosalpinx dirhamphis, Tubella dirhamphis",Karma dirhamphis (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,dirhamphis,Species,2023,,,3305793,77322837-1,,159798,(2023),Harvard Pap. Bot.,Ecuador to Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma dressleri,wcvp,0,,,2,"Trichosalpinx dressleri, Tubella dressleri",Karma dressleri (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,dressleri,Species,2023,,,3305725,77322838-1,,208331,(2023),Harvard Pap. Bot.,Panama,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma drosoides,wcvp,0,,,2,"Trichosalpinx drosoides, Tubella drosoides",Karma drosoides (Carnevali & I.Ramírez) Karremans,(Carnevali & I.Ramírez) Karremans,Orchidaceae,Karma,drosoides,Species,2023,,,3305726,77322839-1,,208332,(2023),Harvard Pap. Bot.,Venezuela (Zulia),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma dunstervillei,wcvp,0,,,3,"Pleurothallis amygdalina, Trichosalpinx dunstervillei, Tubella dunstervillei",Karma dunstervillei (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,dunstervillei,Species,2023,,,3305727,77322840-1,,208333,(2023),Harvard Pap. Bot.,Venezuela,unambiguous_accepted,wcvp,"{""volume_and_page"": ""28: 64""}"
Karma dura,wcvp,0,,,15,"Humboltia dura, Humboltia foliata, Pleurothallis anomala, Pleurothallis broadwayi, Pleurothallis corazonica, Pleurothallis dura, Pleurothallis foliata, Pleurothallis guadalupensis, Pleurothallis lepanthopsis, Pleurothallis williamsii, Trichosalpinx dura, Trichosalpinx foliata, Tubella broadwayi, Tubella dura, Tubella foliata",Karma dura (Lindl.) Karremans,(Lindl.) Karremans,Orchidaceae,Karma,dura,Species,2023,,,3305728,77322841-1,,159828,(2023),Harvard Pap. Bot.,S. Mexico to Trop. America,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 64""}"
Karma escobarii,wcvp,0,,,2,"Trichosalpinx escobarii, Tubella escobarii",Karma escobarii (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,escobarii,Species,2023,,,3305729,77322842-1,,208337,(2023),Harvard Pap. Bot.,Colombia (Cundinamarca),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma fasciculata,wcvp,0,,,2,"Trichosalpinx fasciculata, Tubella fasciculata",Karma fasciculata (Luer & Hirtz) Karremans,(Luer & Hirtz) Karremans,Orchidaceae,Karma,fasciculata,Species,2023,,,3305730,77322843-1,,208340,(2023),Harvard Pap. Bot.,SE. Ecuador (Cord. del Cóndor),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma fissa,wcvp,0,,,2,"Trichosalpinx fissa, Tubella fissa",Karma fissa (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,fissa,Species,2023,,,3305741,77322844-1,,208341,(2023),Harvard Pap. Bot.,"Venezuela, S. Ecuador",unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma fruticosa,wcvp,0,,,2,"Trichosalpinx fruticosa, Tubella fruticosa",Karma fruticosa (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,fruticosa,Species,2023,,,3305577,77322845-1,,208344,(2023),Harvard Pap. Bot.,C. America,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma gabi-villegasiae,wcvp,1,Tubella gabi-villegasiae,Tubella gabi-villegasiae [Homotypic; wcvp],1,Trichosalpinx gabi-villegasiae,Karma gabi-villegasiae (I.Jiménez) Karremans,(I.Jiménez) Karremans,Orchidaceae,Karma,gabi-villegasiae,Species,2023,,,3305578,77322846-1,,522395,(2023),Harvard Pap. Bot.,Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma gentryi,wcvp,0,,,2,"Trichosalpinx gentryi, Tubella gentryi",Karma gentryi (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,gentryi,Species,2023,,,3305576,77322847-1,,208345,(2023),Harvard Pap. Bot.,Peru,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma giovi-mendietae,wcvp,1,Tubella giovi-mendietae,Tubella giovi-mendietae [Homotypic; wcvp],1,Trichosalpinx giovi-mendietae,Karma giovi-mendietae (I.Jiménez) Karremans,(I.Jiménez) Karremans,Orchidaceae,Karma,giovi-mendietae,Species,2023,,,3305575,77322848-1,,522396,(2023),Harvard Pap. Bot.,Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma hamiltonii,wcvp,0,,,4,"Specklinia hamiltonii, Stelis hamiltonii, Trichosalpinx hamiltonii, Tubella hamiltonii",Karma hamiltonii (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,hamiltonii,Species,2023,,,3305574,77322849-1,,208348,(2023),Harvard Pap. Bot.,Peru,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma hirtzii,wcvp,0,,,2,"Trichosalpinx hirtzii, Tubella hirtzii",Karma hirtzii (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,hirtzii,Species,2023,,,3305573,77322850-1,,208349,(2023),Harvard Pap. Bot.,S. Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma hypocrita,wcvp,0,,,3,"Pleurothallis hypocrita, Trichosalpinx hypocrita, Tubella hypocrita",Karma hypocrita (Garay & Dunst.) Karremans,(Garay & Dunst.) Karremans,Orchidaceae,Karma,hypocrita,Species,2023,,,3305571,77322851-1,,160102,(2023),Harvard Pap. Bot.,NE. Colombia to NW. Venezuela,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma inaequisepala,wcvp,0,,,3,"Pleurothallis inaequisepala, Trichosalpinx inaequisepala, Tubella inaequisepala",Karma inaequisepala (C.Schweinf.) Karremans,(C.Schweinf.) Karremans,Orchidaceae,Karma,inaequisepala,Species,2023,,,3305564,77322853-1,,160122,(2023),Harvard Pap. Bot.,Peru to Bolivia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma intricata,wcvp,0,,,4,"Humboltia intricata, Pleurothallis intricata, Trichosalpinx intricata, Tubella intricata",Karma intricata (Lindl.) Karremans,(Lindl.) Karremans,Orchidaceae,Karma,intricata,Species,2023,,,3305569,77322854-1,,160140,(2023),Harvard Pap. Bot.,S. Trop. America,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma jimburae,wcvp,0,,,2,"Trichosalpinx jimburae, Tubella jimburae",Karma jimburae (Luer & Hirtz) Karremans,(Luer & Hirtz) Karremans,Orchidaceae,Karma,jimburae,Species,2023,,,3305724,77322855-1,,208354,(2023),Harvard Pap. Bot.,S. Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 65""}"
Karma jostii,wcvp,0,,,1,Trichosalpinx jostii,Karma jostii (Luer & Dalström) Karremans,(Luer & Dalström) Karremans,Orchidaceae,Karma,jostii,Species,2023,,,3305734,77322857-1,,348752,(2023),Harvard Pap. Bot.,Ecuador (Pastaza),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma lamellata,wcvp,0,,,2,"Trichosalpinx lamellata, Tubella lamellata",Karma lamellata (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,lamellata,Species,2023,,,3305735,77322858-1,,208355,(2023),Harvard Pap. Bot.,S. Ecuador (Loja),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma lenticularis,wcvp,0,,,3,"Pleurothallis lenticularis, Trichosalpinx lenticularis, Tubella lenticularis",Karma lenticularis (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,lenticularis,Species,2023,,,3305738,77322859-1,,160231,(2023),Harvard Pap. Bot.,SE. Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma ligulata,wcvp,0,,,1,Trichosalpinx ligulata,Karma ligulata (Luer & Hirtz) Karremans,(Luer & Hirtz) Karremans,Orchidaceae,Karma,ligulata,Species,2023,,,3305721,77322860-1,,208359,(2023),Harvard Pap. Bot.,"S. & SE. Ecuador, W. Bolivia",unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma lilliputalis,wcvp,0,,,3,"Lepanthopsis lilliputalis, Trichosalpinx lilliputalis, Tubella lilliputalis",Karma lilliputalis (Luer & Hirtz) Karremans,(Luer & Hirtz) Karremans,Orchidaceae,Karma,lilliputalis,Species,2023,,,3305719,77322861-1,,110729,(2023),Harvard Pap. Bot.,Ecuador (Esmeraldas),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma macphersonii,wcvp,0,,,2,"Trichosalpinx macphersonii, Tubella macphersonii",Karma macphersonii (Luer) Karremans,(Luer) Karremans,Orchidaceae,Karma,macphersonii,Species,2023,,,3305717,77322862-1,,208361,(2023),Harvard Pap. Bot.,Panama,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma membraniflora,wcvp,0,,,3,"Pleurothallis membraniflora, Trichosalpinx membraniflora, Tubella membraniflora",Karma membraniflora (C.Schweinf.) Karremans,(C.Schweinf.) Karremans,Orchidaceae,Karma,membraniflora,Species,2023,,,3305768,77322863-1,,160374,(2023),Harvard Pap. Bot.,Costa Rica to Panama,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma metamorpha,wcvp,0,,,2,"Trichosalpinx metamorpha, Tubella metamorpha",Karma metamorpha (Luer & Hirtz) Karremans,(Luer & Hirtz) Karremans,Orchidaceae,Karma,metamorpha,Species,2023,,,3305772,77322864-1,,208367,(2023),Harvard Pap. Bot.,Ecuador (Loja),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma montana,wcvp,0,,,8,"Lepanthes montana, Lepanthes quartzicola, Pleurothallis collina, Pleurothallis lepanthipoda, Pleurothallis quartzicola, Trichosalpinx montana, Trichosalpinx quartzicola, Tubella montana",Karma montana (Barb.Rodr.) Karremans,(Barb.Rodr.) Karremans,Orchidaceae,Karma,montana,Species,2023,,,3305773,77322865-1,,110251,(2023),Harvard Pap. Bot.,E. & S. Brazil,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
Karma multicuspidata,wcvp,0,,,3,"Pleurothallis multicuspidata, Trichosalpinx multicuspidata, Tubella multicuspidata",Karma multicuspidata (Rchb.f.) Karremans,(Rchb.f.) Karremans,Orchidaceae,Karma,multicuspidata,Species,2023,,,3305743,77322867-1,,160447,(2023),Harvard Pap. Bot.,NW. Venezuela to S. Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""28: 66""}"
